repository	link	type
Fondo Antiguo Universidad de Granada	http://digibug.ugr.es/bitstream/10481/2226/1/17951057.pdf	UNI
DUGi Fons Especials	http://dugifonsespecials.udg.edu/handle/10256.2/2	UNI
DUGi Fons Especials	http://dugifonsespecials.udg.edu/handle/10256.2/6881	UNI
DUGi Fons Especials	http://dugifonsespecials.udg.edu/handle/10256.2/4292	UNI
DUGi Fons Especials	http://dugifonsespecials.udg.edu/handle/10256.2/8080	UNI
Google Books	http://books.google.com/books?id=KYLSMsduNqcC&dq=%2262+serpentis%22&q=62+Serpentis#search	TEST
Google Books	http://books.google.com.au/books?id=KVbsFMmLAyAC	TEST
Google Books	http://books.google.com.ar/books?id=G7itHamZcrMC&pg=PA176&dq=adobe+sismorresistente&sig=ACfU3U33CdksF3LlKRzo8OkLI9PjmLplZQ	TEST
Google Books	http://books.google.com.br/books?id=5TQJAAAAQAAJ&pg=PA298&lpg=PA298&dq=%22amendment+of+vices%22+Dryden&source=bl&ots=ZZVN_NL74I&sig=SC-oot7CfhhF6G-YhM-k5Mt4B_w&hl=pt-BR&sa=X&oi=book_result&resnum=7&ct=result	TEST
Google Books	http://books.google.com/books?id=6ZEPAAAACAAJ&dq=Charles+Trang	TEST
Google Books	http://books.google.com.br/books?id=gbU8AAAAIAAJ&pg=PA265&lpg=PA265&dq=England+and+the+Peace+with+Spain,+1604&source=bl&ots=OgeTGe9MRw&sig=t2hHb6oSFU9xKmJQek6V6gEHxFc&hl=pt-BR&sa=X&oi=book_result&resnum=6&ct=result#PPA435,M1	TEST
Google Books	http://books.google.com.br/books?id=AcM_9EBoHnkC&pg=PA29&lpg=PA29&dq=John+Norreys+Rathlin&source=bl&ots=HJ8Ld7L0TP&sig=ToUWwvdBpArxOkKGfKLThPtzsqw&hl=pt-BR&sa=X&oi=book_result&resnum=1&ct=result#PPA30,M1	TEST
Google Books	http://books.Google.Com/books?id=4GYCAAAAYAAJ&printsec=titlepage&dq=DICTIONARY+AACHEN+AALST&as_brr=1	TEST
Google Books	http://books.google.com.ar/books?id=ERcPAAAAQAAJ&pg=PA151&vq=%22giustizia+sociale+debbe%22&dq=Taparelli+%22giustizia+sociale%22&source=gbs_search_s&cad=0	TEST
Google Books	http://books.google.com.ar/books?id=vtHwkS-BH9EC	TEST
Google Books	http://books.google.com.mx/books?id=ercGAAAAQAAJ	TEST
Google Books	http://books.google.com.au/books?id=MaIZnGddRsQC&pg=PA363&lpg=PA363&dq=teresa+stolz+1834+1902&source=bl&ots=aXkHN3IQge&sig=zRZ6tbLZJOCId1IafxcljoVrwBQ&hl=en&ei=wZ-kSbOnG8-_kAXWufmyBQ&sa=X&oi=book_result&resnum=7&ct=result	TEST
Google Books	http://books.google.com.au/books?id=GmKbbB79GwoC&pg=PA246&lpg=PA246&dq=teresa+stolz+1834+1902&source=bl&ots=GtoieCHA8k&sig=PPSlrwNG4w9T7Aa96VK5TB4NomI&hl=en&ei=yJykScuOJJio6wOPxvDXAg&sa=X&oi=book_result&resnum=10&ct=result#PPA246,M1	TEST
Google Books	http://books.google.com.br/books?id=967VdXdc5w4C&pg=PT70&lpg=PT70&dq=dragon+data+GEC&source=bl&ots=kQLHo1BQPu&sig=FoOS6l9BwJC4ZjrzdqGGocaZfjc&hl=pt-BR&ei=m9RcSoOsOY_SM6-KhMAC&sa=X&oi=book_result&ct=result&resnum=9	TEST
Google Books	http://books.google.com/books?id=0xcAM5BzS-wC&printsec=frontcover&dq=element+118+properties#PPA105,M1	TEST
Google Books	http://books.google.com/books?id=e53sNAOXrdMC&printsec=frontcover#PPA172,M1	TEST
Google Books	http://books.google.com.do/books?id=tbV7zTLpXgwC&pg=PA211&lpg=PA211&dq=queratitis+ulcerativa&source=web&ots=NDtXIFIcu4&sig=ScgnhL62nZFD7bZHJFwii2KUbKU&hl=es&sa=X&oi=book_result&resnum=6&ct=result	TEST
Google Books	http://books.google.com.br/books?id=XYAOCqpxnN8C&hl=ca	TEST
Google Books	http://books.google.com.br/books?id=mZHtfRqHxyIC&hl=ca	TEST
Google Books	http://books.google.com.bd/books?id=FqHnAAAAIAAJ&pg=PA156&lpg=PA156&dq=Mymensingh+district+was+established+in+1787&source=bl&ots=cPUQpHHBz_&sig=tAN8aYyXHDGhap_m9ob-eejjuQg&hl=bn&ei=WljySrGlCIONjAepwJimDg&sa=X&oi=book_result&ct=result&resnum=10&ved=0CB0Q6AEwCQ#v=onepage&q=Mymensingh%20district%20was%20established%20in%201787&f=false	TEST
Google Books	http://books.google.com.mx/books?id=3J0sAG8D51kC&pg=PT112&lpg=PT112&dq=%22Nueva+Filipinas%22+Texas&source=bl&ots=XLu9WgzMhi&sig=ujCOYU6yH0Uay-QN2S4MO_w4AkI&hl=es&ei=yX02S6znO47kswOHqYG8BA&sa=X&oi=book_result&ct=result&resnum=2&ved=0CAsQ6AEwAQ#v=onepage&q=%22Nueva%20Filipinas%22%20Texas&f=false	TEST
Google Books	http://books.google.com/books?vid=LCCN02026287&pg=PA175	TEST
Google Books	http://books.google.com/books?id=X8yv0sj4_1YC&pg=PA170	TEST
Google Books	http://books.google.com/books?vid=LCCN02029670&pg=PA115	TEST
Google Books	http://books.google.com.au/books?id=qncE3wy3TTsC&pg=PA59&lpg=PA59&dq=Franz+Ritter+von+Epp&source=web&ots=hPlIdsCBu6&sig=mJSVDIvLUDCWqHV_Zfc7kqC3_1s&hl=en	TEST
Google Books	http://books.google.com.br/books?id=FS8EAAAAMBAJ&pg=PA37&lpg=PA37&dq=%22cp/m%22+decline&source=bl&ots=0NvlwxSZ1U&sig=swL1fiZ8e2YVtyudV2L1XAL1CQk&hl=pt-BR&ei=gmhxS7HjL8yTjAfD2oS5Cw&sa=X&oi=book_result&ct=result&resnum=10&ved=0CDsQ6AEwCQ#v=onepage&q=%22cp%2Fm%22%20decline&f=false	TEST
Google Books	http://books.google.com.br/books?id=oi8EAAAAMBAJ&pg=PA6&dq=InfoWorld+CP/M&rview=1&cd=1#v=onepage&q=InfoWorld%20CP%2FM&f=false	TEST
Google Books	http://books.google.com.br/books?id=oi8EAAAAMBAJ&pg=PA6&dq=InfoWorld+CP/M&rview=1&cd=1#v=onepage&q=InfoWorld%20CP%2FM&f=false	TEST
Google Books	http://books.google.com.br/books?id=8jntt5nZZ5UC&pg=PA31&dq=CP/M-86&rview=1&cd=13#v=onepage&q=CP%2FM-86&f=false	TEST
Google Books	http://books.google.com.br/books?id=8jntt5nZZ5UC&pg=PA31&dq=CP/M-86&rview=1&cd=13#v=onepage&q=CP%2FM-86&f=false	TEST
Google Books	http://www.books.google.com/books?id=sK1ptZDwfV8C&pg=PP1&lpg=PP1&dq=Experimentaci%C3%B3+arqueol%C3%B2gica+sobre+conreus+medievals+a+l%E2%80%99Esquerda.+1991-1994.&source=bl&ots=m-UyAQZtOG&sig=SM5VDmotsHzYTpD_Ev4VwZKm16s&hl=ca&ei=vMRzS9zOHsjX4gaJ1ICrCg&sa=X&oi=book_result&ct=result&resnum=1&ved=0CAkQ6AEwAA#v=onepage&q=&f=false	TEST
Google Books	http://books.google.com.br/books?id=4i4EAAAAMBAJ&pg=RA1-PA20&lpg=RA1-PA20&dq=DEC+rainbow+190&source=bl&ots=BmOcOwAjHT&sig=USpdaCuYh6VZAwfGHi9jx75t4Kc&hl=pt-BR&ei=n5d2S9SKHY2NuAeS8NW3CQ&sa=X&oi=book_result&ct=result&resnum=3&ved=0CA8Q6AEwAg#v=onepage&q=DEC%20rainbow%20190&f=false	TEST
Google Books	http://books.google.com.br/books?id=vi4EAAAAMBAJ&pg=PA74&dq=DEC+rainbow+100+keyboard&cd=2#v=onepage&q=DEC%20rainbow%20100%20keyboard&f=false	TEST
Google Books	http://books.google.com.br/books?id=WDAEAAAAMBAJ&pg=PA6&dq=DEC+rainbow+100+keyboard+with&lr=&cd=4#v=onepage&q=DEC%20rainbow%20100%20keyboard%20with&f=false	TEST
Google Books	http://books.google.com.br/books?id=aj4EAAAAMBAJ&pg=PT65&dq=InfoWorld+%22MP/M%22+1979&cd=1#v=onepage&q=&f=false	TEST
Google Books	http://books.google.com.br/books?id=oi8EAAAAMBAJ&pg=PA12&dq=InfoWorld+Concurrent+DOS&as_pt=MAGAZINES&cd=9#v=onepage&q=InfoWorld%20Concurrent%20DOS&f=false	TEST
Google Books	http://books.google.com.mx/books?id=dDLWZgxVZ1QC&pg=PA19&dq=Salvador+Zubir%C3%A1n#v=onepage&q=Clementina%20D%C3%ADaz%20y%20de%20Ovando&f=false	TEST
Google Books	http://books.google.com.br/books?id=lgQwHPO7SY0C&printsec=frontcover&dq=Cora+R%C3%B3nai+%22Fala+Foto%22+primeiro+livro&source=bl&ots=f2meSDqiuy&sig=dZlEEvjtwUE0AzHM2nRZrEZVrX4&hl=pt-BR&ei=ZO-KS_XhKYuGuAeJ5emADA&sa=X&oi=book_result&ct=result&resnum=8&ved=0CBkQ6AEwBw#v=onepage&q=&f=false	TEST
Google Books	http://books.google.com.br/books?id=oi8EAAAAMBAJ&pg=PA12&dq=InfoWorld+Concurrent+DOS&as_pt=MAGAZINES&cd=9#v=onepage&q=InfoWorld%20Concurrent%20DOS&f=false	TEST
Google Books	http://books.google.com.br/books?id=oi8EAAAAMBAJ&pg=PA12&dq=InfoWorld+Concurrent+DOS&as_pt=MAGAZINES&cd=9#v=onepage&q=InfoWorld%20Concurrent%20DOS&f=false	TEST
Google Books	http://books.google.com.br/books?id=PC8EAAAAMBAJ&pg=PA37&dq=bankrupt+osborne+1985&cd=1#v=onepage&q=bankrupt%20osborne%201985&f=false	TEST
Google Books	http://books.google.com.br/books?id=mXnw5tM8QRwC&pg=PA80&lpg=PA80&dq=Sun+Remarketing+5000+XL&source=bl&ots=PwKm8V6oXL&sig=haeGMBOQsvd_og9x7s76mEUl-m8&hl=pt-BR&ei=tNG4S-3vEYGluAeu14m-Dg&sa=X&oi=book_result&ct=result&resnum=2&ved=0CA0Q6AEwAQ#v=onepage&q=Sun%20Remarketing%205000%20XL&f=false	TEST
Google Books	http://books.google.com.mx/books?id=BKrwr1u9MoUC	TEST
Google Books	http://books.google.com.ar/books?id=Jc8ZK47k91QC	TEST
Google Books	http://books.google.com.ar/books?id=qyYjFaw0xpkC	TEST
Google Books	http://books.google.com.ar/books?id=0ihsr5Oc_UQC	TEST
Google Books	http://books.google.com.ar/books?id=35lXAAAAMAAJ	TEST
Google Books	http://books.google.com.ar/books?aneu=NAFLxMAbdGgC&printsec=frontcover&hl=pt-BR&source=gbs_navlinks_s#v=onepage&q=&f=false	TEST
Google Books	http://books.google.com.br/books?id=Uq1QvdPZ00kC&pg=PA390	TEST
Google Books	http://books.google.com.mx/books?id=62KVuflgBm0C&pg=PP1&dq=Alfonso+Caso#v=onepage&q=&f=falseURL	TEST
Google Books	http://books.google.com.br/books?id=gi4EAAAAMBAJ&pg=PA43&dq=%22Magic+Desk+I%22&cd=1#v=onepage&q=%22Magic%20Desk%20I%22&f=false	TEST
Google Books	http://books.google.com.br/books?id=lC4EAAAAMBAJ&pg=PA82&dq=Macintosh+1984&lr=&as_pt=MAGAZINES&rview=1&cd=140#v=onepage&q=Macintosh%201984&f=false	TEST
Google Books	http://books.google.com/books?id=uK99Gg2zBRQC	TEST
Google Books	http://books.google.com/books?id=1GMMAAAAYAAJ	TEST
Google Books	http://books.google.com/books?id=KWrB1jPCa8AC&printsec=frontcover#PPA13,M1	TEST
Google Books	http://books.google.com.mx/books?id=Ya3cc4THzGwC&printsec=frontcover&dq=antolog%C3%ADa+de+la+poes%C3%ADa+mexicana+moderna&hl=ca&ei=OJQXTMCnOaGWOJ2J1N0K&sa=X&oi=book_result&ct=result&resnum=1&ved=0CCIQ6AEwAA	TEST
Google Books	http://books.google.com	TEST
Google Books	http://books.google.com.co/books?id=ussO_AhIwtsC&printsec=frontcover&dq=Lj%	TEST
Google Books	http://books.google.com.au/books?id=Xx9YzJq2B9wC&printsec=frontcover&dq=Rainer+Albertz,+%22Israel+in+exile%22&source=bl&ots=kdeoRdEenp&sig=6pQvOzKj4AVRb0RLWeyHb2_oVmo&hl=en&ei=hPsdTNSMNMmHcbDUnI0N&sa=X&oi=book_result&ct=result&resnum=1&ved=0CBcQ6AEwAA#v=onepage&q&f=false	TEST
Google Books	http://books.google.com/books?id=tZ7ss5KihJ0C&pg=PT144	TEST
Google Books	http://books.google.com.br/books?id=oY7wkK6lV4cC&pg=PA74&dq=Palaeothentidae&hl=pt-BR&ei=hWVRTPvwL8KKuAea2_DMBA&sa=X&oi=book_result&ct=result&resnum=2&ved=0CC4Q6AEwAQ#v=onepage&q=Palaeothentidae&f=false	TEST
Google Books	http://books.google.com.br/books?id=oY7wkK6lV4cC&pg=PA74&dq=Palaeothentidae&hl=pt-BR&ei=hWVRTPvwL8KKuAea2_DMBA&sa=X&oi=book_result&ct=result&resnum=2&ved=0CC4Q6AEwAQ#v=onepage&q=Palaeothentidae&f=false	TEST
Google Books	http://books.google.com.au/books?id=gutdZ4e0XEMC&dq=Did+God+have+a+wife%3F&printsec=frontcover&source=bn&hl=en&ei=NAQzTPOpLIi-ce-HnLID&sa=X&oi=book_result&ct=result&resnum=5&ved=0CC8Q6AEwBA#v=onepage&q&f=false	TEST
Google Books	http://books.google.com.au/books?id=gutdZ4e0XEMC&dq=Did+God+have+a+wife%3F&printsec=frontcover&source=bn&hl=en&ei=NAQzTPOpLIi-ce-HnLID&sa=X&oi=book_result&ct=result&resnum=5&ved=0CC8Q6AEwBA#v=onepage&q&f=false	TEST
Google Books	http://books.google.com.au/books?id=_-5rQMHKLi8C&pg=PA81&lpg=PA81&dq=solander+13+may&source=web&ots=SQgrSEER7Z&sig=e74bj3LR2JfPK20tBW6ThULZPGA&hl=en#PPA81,M1	TEST
Google Books	http://books.google.com.br/books?id=g31WPjolhE4C&pg=PA87&lpg=PA87&dq=X-24B++John+Manke&source=bl&ots=HXH5cgS91T&sig=wmM9Qaz3y7eEeTc1GE1c36VbHCQ&hl=pt-BR&ei=5cOOTLbiL9L-nAfX1YWCCw&sa=X&oi=book_result&ct=result&resnum=4&ved=0CCYQ6AEwAw#v=onepage&q=X-24B%20%20John%20Manke&f=false	TEST
Google Books	http://www.google.com/url?sa=D&q=http://books.google.com/books%3Fid=0ql7CqEV6d4C&pg=PA214&lpg=PA214&dq=opium+clipper+Red+Rover+Clifton&source=bl&ots=kSgmxCm__W&sig=GC6AcYKBAxRam9tqq76wILtGhBg&hl=ca&ei=ghKhS4r6D5uO4gb27ejnDQ&sa=X&oi=book_result&ct=result&resnum=8&ved=0CCEQ6AEwBzgK&usg=AFQjCNHABle0QAgT6QzMm8OHr1cZ7LsmDg	TEST
Google Books	http://books.google.com/books?id=LK12iessxcwC&pg=PA87&lpg=PA87&dq=Falcon+opium+clipper&source=bl&ots=A3gl8uliRM&sig=E0xG9rHM8IJub7CQXLnWHWmhbgw&hl=ca&ei=SXiYTLeuLdO4jAeT4oXsDw&sa=X&oi=book_result&ct=result&resnum=5&ved=0CCgQ6AEwBA	TEST
Google Books	http://www.google.com/url?sa=D&q=http://books.google.com/books%3Fid=VNsGi3nmuaQC&pg=PA24&lpg=PA24&dq=pilot+boat+schooners&source=bl&ots=tqX5Nkr-pz&sig=q7OMy_2YjXvBmqDLv5i-FN1rmYU&hl=ca&ei=g9yLS-_ZOsvK4gb73bHDDw&sa=X&oi=book_result&ct=result&resnum=2&ved=0CAoQ6AEwATgK&usg=AFQjCNHVT6AjVSSYhJcg5Q3boC-bKFOFHA	TEST
Google Books	http://www.google.com/url?sa=D&q=http://books.google.com/books%3Fid=vunvLutTE7QC&pg=PA152&lpg=PA152&dq=pilot+boat+rig&source=bl&ots=uqY5W5zYf0&sig=eHnzie7VlnpUWJxJLevE2GGNPm8&hl=ca&ei=D96LS8ftN4vv4gbHv4iwDw&sa=X&oi=book_result&ct=result&resnum=5&ved=0CBsQ6AEwBA&usg=AFQjCNG82pW4qP8s5tx_dY3nveZYtb8gYw	TEST
Google Books	http://books.google.com/books?id=_LykG0WPIgUC&pg=PA385&dq=pailebot+ca%C3%B1ones&hl=ca&ei=k9ucTKv7L9CQswbz0aTmDg&sa=X&oi=book_result&ct=result&resnum=8&ved=0CEgQ6AEwBw	TEST
Google Books	http://books.google.com/books?id=0HUDAAAAYAAJ&pg=PA395&dq=pailebot+diccionario&hl=ca&ei=RdycTJOPB82VswaHpqzmDg&sa=X&oi=book_result&ct=result&resnum=3&ved=0CDIQ6AEwAg	TEST
Google Books	http://books.google.com.mx/books?id=JdVBVB4qeyMC&pg=PA93&dq=zoologia+general+sistema+nervioso&lr=&cd=1	TEST
Google Books	http://books.google.com.mx/books?id=dW5e6FHOH-4C&pg=PA10&dq=Reflex+arc+in+invertebrates&cd=8#v=onepage&q=&f=false	TEST
Google Books	http://books.google.com.mx/books?id=YQAhAQAAIAAJ&dq=isoquilia+nototenia	TEST
Google Books	http://books.google.com.mx/books?id=yowIPj0CeSEC&pg=PA18&dq=molluscs+pedal+pleural&lr=&cd=1	TEST
Google Books	http://books.google.com.co/books?id=hsgQjbgBOAkC&pg=PA491&dq=Isidora+Sekuli%C4%87&hl=es&ei=AoFLTKrIH8P58AaprOE-&sa=X&oi=book_result&ct=result&resnum=7&ved=0CEAQ6AEwBg#v=onepage&q&f=false	TEST
Google Books	http://books.google.com.co/books?id=rGSqi3EKxL4C&pg=PA193&dq=Isidora+Sekuli%C4%87&hl=es&ei=QYJLTJGWKoP48AaO-a3XAw&sa=X&oi=book_result&ct=result&resnum=9&ved=0CEkQ6AEwCA#v=onepage&q&f=false	TEST
Google Books	http://books.google.com.br/books?id=HjAEAAAAMBAJ&pg=PA55&dq=%22Altos+Computer+Systems%22+founded&hl=pt-BR&ei=k1mnTKylEsH98AaK-PTQDA&sa=X&oi=book_result&ct=result&resnum=2&ved=0CDEQ6AEwAQ#v=onepage&q&f=false	TEST
Google Books	http://books.google.com.br/books?id=DT0EAAAAMBAJ&pg=PA7&dq=%22Altos+Computer+Systems%22+1979&hl=pt-BR&ei=xlenTMvTJcL78Aax_tW0DA&sa=X&oi=book_result&ct=result&resnum=2&ved=0CC8Q6AEwAQ#v=onepage&q&f=false	TEST
Google Books	http://books.google.com.br/books?id=0DsEAAAAMBAJ&pg=PA5&dq=%22Altos+Computer+Systems%22+Xenix&hl=pt-BR&ei=IVqnTIuIO4O88gbxotXUDA&sa=X&oi=book_result&ct=result&resnum=1&ved=0CDYQ6AEwAA#v=onepage&q=%22Altos%20Computer%20Systems%22%20Xenix&f=false	TEST
Google Books	http://books.google.com.au/books?id=_hJ9aht6nZQC	TEST
Google Books	http://books.google.com.au/books?id=_hJ9aht6nZQC	TEST
Google Books	http://books.google.com.au/books?id=4_FGPtLEoYQC	TEST
Google Books	http://books.google.com.uy/books?id=y4rqtdsSYE4C&pg=PA50&lpg=PA50&dq=St.+John+Munro+Uruguay&source=bl&ots=O5VxJ3Xi2K&sig=Yy93zmEekB18DAnZ9wVQpNrLhdY&hl=es&ei=0NyfTNTgHMP48Aa67vA3&sa=X&oi=book_result&ct=result&resnum=9&ved=0CDcQ6AEwCA#v=onepage&q=St.%20John%20Munro%20Uruguay&f=false	TEST
Google Books	http://books.google.com.br/books?id=4VEEAAAAMBAJ&pg=RA1-PA96&lpg=RA1-PA96&dq=infoworld+hfs+&source=bl&ots=Aln2WQ5f5Y&sig=VeMG-Gugxf5JN7njUMKg05oy--E&hl=pt-BR&ei=5Pe5TKDEBMP68AaXm6C2Dw&sa=X&oi=book_result&ct=result&resnum=3&ved=0CCMQ6AEwAg#v=onepage&q=infoworld%20hfs+&f=false	TEST
Google Books	http://books.google.com.au/books?id=oJ2nGO8OzBoC&pg=PT15&dq	TEST
Google Books	http://books.google.com/?id=cf7SdsRK-fkC	TEST
Google Books	http://books.google.com.uy/books?id=t7WVhymRPZEC&pg=PA273&lpg=PA273&dq=+lawrence++venuti++philadelphia&source=bl&ots=3FBuk0PbZW&sig=i9ZCyxgBXk8A2mn5A-mN1ggJ_j8&hl=es&ei=nse9TKrjN8Gclgeb_NTnBw&sa=X&oi=book_result&ct=result&resnum=3&ved=0CCAQ6AEwAjge	TEST
Google Books	http://books.google.com.br/books?id=eVyRYksWHEMC&pg=PA301&lpg=PA301&dq=%22Nobody+can+add+to+the+absurdity+of+this+book,+nobody+can+imitate+it+successfully%22&source=bl&ots=tShMbXhmC4&sig=9kWyTsE9aMRcVoIx4BF61hcjWHI&hl=pt-BR&ei=vu7aTIzHB4OC8gafyeWjCQ&sa=X&oi=book_result&ct=result&resnum=7&ved=0CEcQ6AEwBjge#v=onepage&q=%22Nobody%20can%20add%20to%20the%20absurdity%20of%20this%20book,%20nobody%20can%20imitate%20it%20successfully%22&f=false	TEST
Google Books	http://books.google.com/?id=cf7SdsRK-fkC	TEST
Google Books	http://books.google.com.au/books?id=Z4O3bcRUwKQC	TEST
Google Books	http://books.google.com.au/books?id=RABIZBnf_y4C&printsec=frontcover	TEST
Google Books	http://books.google.com.ar/books?id=EjVle7zzB3YC	TEST
Google Books	http://books.google.com.ar/books?id=6XWwoXWBdSYC&pg=PA161&lpg=PA161&dq=%22Caerellius+Priscus%22&source=bl&ots=bFN7mHslGc&sig=UE6dr0VtsIONvbgbqrtRnFvQ87M&hl=es&ei=B1guSurYKNGblQeOtYjpCg&sa=X&oi=book_result&ct=result&resnum=10#PPA161,M1	TEST
Google Books	http://books.google.com.ph/books?id=EsN5hC_76VEC&printsec=frontcover&hl=en#v=onepage&q&f=false	TEST
Google Books	http://books.google.com/books?id=gxEONS0FFlsC&pg=PA405&dq=book+kells+800&hl=ca&ei=aKwmTc2-KMORswaulPHfAg&sa=X&oi=book_result&ct=result&resnum=9&ved=0CFQQ6AEwCA#v=onepage&q=book%20kells%20800&f=false	TEST
Google Books	http://books.google.com/books?id=KgiDVZfBipwC&pg=PA134&dq=castilla+800&hl=ca&ei=s64mTfbvPITCswaovtHBAg&sa=X&oi=book_result&ct=result&resnum=3&ved=0CC0Q6AEwAg#v=onepage&q=castilla%20800&f=false	TEST
Google Books	http://books.google.com/books?id=XgtpAl8HzjcC&pg=PA691&dq=Br%C3%B6msebro+1645&hl=ca&ei=svMnTcyhOoTAswb23uDcAg&sa=X&oi=book_result&ct=result&resnum=2&ved=0CCcQ6AEwAQ#v=onepage&q&f=false	TEST
Google Books	http://books.google.com/books?id=gzBHJt4FtC8C&pg=PA95&dq=brasil+war+1645&hl=ca&ei=QwAoTbXNN9KBswavjZ2tAg&sa=X&oi=book_result&ct=result&resnum=1&ved=0CCcQ6AEwAA#v=onepage&q&f=false	TEST
Google Books	http://books.google.com/books?id=gzBHJt4FtC8C&pg=PA95&dq=brasil+war+1645&hl=ca&ei=QwAoTbXNN9KBswavjZ2tAg&sa=X&oi=book_result&ct=result&resnum=1&ved=0CCcQ6AEwAA#v=onepage&q&f=false	TEST
Google Books	http://books.google.com/books?id=wmHdmTBzBUkC&pg=PA502&dq=avalot+de+les+faves&hl=ca&ei=-1woTaXyEMzrsgbwwsnEAg&sa=X&oi=book_result&ct=result&resnum=2&ved=0CCcQ6AEwAQ#v=onepage&q=avalot%20de%20les%20faves&f=false	TEST
Google Books	http://books.google.com.au/books?id=JgAMbNSt8ikC&dq=isbn+%	TEST
Google Books	http://books.google.com.au/books?id=JgAMbNSt8ikC&dq=isbn+%	TEST
Google Books	http://books.google.com/books?id=_kCyTjRtE-gC&pg=PA1&dq=26+march+Syngman+Rhee&hl=ca&ei=HNQ3TeD4GsGUOoH12JIL&sa=X&oi=book_result&ct=result&resnum=1&ved=0CCQQ6AEwAA#v=onepage&q=26%20march%20Syngman%20Rhee&f=false	TEST
Google Books	http://books.google.com/books?id=_kCyTjRtE-gC&pg=PA1&dq=26+march+Syngman+Rhee&hl=ca&ei=HNQ3TeD4GsGUOoH12JIL&sa=X&oi=book_result&ct=result&resnum=1&ved=0CCQQ6AEwAA#v=onepage&q=26%20march%20Syngman%20Rhee&f=false	TEST
Google Books	http://books.google.com.ng/books?id=mdEHpSmFVAIC&pg=PA180&lpg=PA180&dq=debundscha+10000+millimeters&source=bl&ots=7X2Tmbgukq&sig=Cmn4pHVBDEj1fltIv7tq99fNVg4&hl=en&ei=-4vRTOjWHsL7lwf7iIHeDA&sa=X&oi=book_result&ct=result&resnum=4&ved=0CBMQ6AEwAw#v=onepage&q&f=false	TEST
Google Books	http://books.google.com/books?id=kcRfxq0PN-kC&pg=PA131&dq=Amin+al-Husayni+yugoslavia&hl=ca&ei=PAxBTeedF8TPhAexl7XACA&sa=X&oi=book_result&ct=result&resnum=2&ved=0CCkQ6AEwAQ#v=onepage&q=Amin%20al-Husayni%20yugoslavia&f=false	TEST
Google Books	http://books.google.com/books?id=q3Qf_yZplrIC&pg=PA59&dq=una+ingent+multitud+de+moabites+i+altres+enemics+del+nom&hl=ca&ei=OUhDTdCkO8eAhAekoITrAQ&sa=X&oi=book_result&ct=result&resnum=1&ved=0CCcQ6AEwAA#v=onepage&q=una%20ingent%20multitud%20de%20moabites%20i%20altres%20enemics%20del%20nom&f=false	TEST
Google Books	http://books.google.com.br/books?id=UufEpCPLU7oC&printsec=frontcover&dq=Karl+popper&hl=pt-br&ei=am9ETceZE8npgAfdgL20AQ&sa=X&oi=book_result&ct=result&resnum=9&ved=0CE8Q6AEwCA#v=onepage&q=treated%20impartially&f=false	TEST
Google Books	http://books.google.com.br/books?id=aDE0WdWpIx0C&pg=PA193&dq=Equality+of+Opportunity+and+Beyond&hl=pt-br&ei=_nBETfe4EonMgQfW_J2yAQ&sa=X&oi=book_result&ct=result&resnum=3&ved=0CC8Q6AEwAg#v=onepage&q=Equality%20of%20Opportunity%20and%20Beyond&f=false	TEST
Google Books	http://books.google.com.br/books?id=MT1Ev72eZLoC&printsec=frontcover&dq=Frontiers+of+Development+Economics:+The+Future+in+Perspective&hl=pt-br&ei=f3FETZC2L8vSgQfbz4zBAQ&sa=X&oi=book_result&ct=result&resnum=1&ved=0CCwQ6AEwAA#v=onepage&q&f=false	TEST
Google Books	http://books.google.com.co/books?id=T0CzZONx-jgC&dq=bistur%	TEST
Google Books	http://books.google.com/books?id=MS_jrForJOoC&pg=PA246&dq=Lord+Dufferin+1884&hl=ca&ei=ytBJTZjHEdG08QPx-OCbDw&sa=X&oi=book_result&ct=result&resnum=1&ved=0CCcQ6AEwAA#v=onepage&q=Lord%20Dufferin%201884&f=false	TEST
Google Books	http://books.google.com/books?id=BbE_AAAAYAAJ&q=october+1553+Weimar+Lucas+Cranach&dq=october+1553+Weimar+Lucas+Cranach&hl=ca&ei=9eVMTeq0G4fLswa0noCRDQ&sa=X&oi=book_result&ct=result&resnum=1&ved=0CCsQ6AEwAA	TEST
Google Books	http://books.google.com/books?id=qRgPAAAAIAAJ&pg=PA326&dq=Stanis%C5%82aw+Konarski+30+wrze%C5%9Bnia&hl=ca&ei=t_hMTY5WjcWzBtz1wJEN&sa=X&oi=book_result&ct=result&resnum=1&ved=0CCcQ6AEwAA#v=onepage&q=Stanis%C5%82aw%20Konarski%2030%20wrze%C5%9Bnia&f=false	TEST
Google Books	http://books.google.com/books?id=EAgwZl6bHmsC&pg=PA101	TEST
Google Books	http://books.google.com/books?id=0-TSdvAg2IgC&pg=PA129&dq=1884+london+treaty&hl=ca&ei=0UZOTeCLN4eMswbDy4GQDQ&sa=X&oi=book_result&ct=result&resnum=1&ved=0CCcQ6AEwAA#v=onepage&q=1884%20london%20treaty&f=false	TEST
Google Books	http://books.google.com/books?id=_oY-eUEnvdIC&pg=PA223&dq=bomba+canvis+nous+1896&hl=ca&ei=DspQTb2OG8bBswb0kZztBg&sa=X&oi=book_result&ct=result&resnum=1&ved=0CCcQ6AEwAA#v=onepage&q=bomba%20canvis%20nous%201896&f=false	TEST
